Solution 1:
Total Switches: 907
Boundary Edges (571):
  ngx_writev_file:420 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_event_process_init:669 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_index_handler:131 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_index_handler:131 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_validate_host:2034 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_wait_request_handler:428 -> ngx_udp_unix_send:16, Weight: 0, Domains: 0 -> 1
  ngx_resolve_name_done:529 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_create_temp_file:166 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_time_sigsafe_update:267 -> ngx_sprintf:123, Weight: 2, Domains: 0 -> 1
  ngx_http_process_request_header:1838 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_log_handler:276 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_log_handler:276 -> ngx_syslog_add_header:236, Weight: 0, Domains: 0 -> 1
  ngx_http_log_handler:276 -> ngx_syslog_send:287, Weight: 0, Domains: 0 -> 1
  ngx_http_log_handler:276 -> ngx_pnalloc:139, Weight: 1, Domains: 0 -> 1
  ngx_exec_new_binary:709 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_setproctitle:95 -> ngx_cpystrn:51, Weight: 2, Domains: 0 -> 1
  ngx_core_module_init_conf:1067 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_file_info_wrapper:829 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_hash_init:268 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_test_reading:2883 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_open_listening_sockets:703 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_read_channel:175 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_parse_unix_domain_url:745 -> ngx_cpystrn:51, Weight: 0, Domains: 0 -> 1
  ngx_event_accept:55 -> ngx_pnalloc:139, Weight: 1, Domains: 0 -> 1
  ngx_event_accept:55 -> ngx_palloc:126, Weight: 1, Domains: 0 -> 1
  ngx_event_accept:55 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_event_accept:55 -> ngx_nonblocking:29, Weight: 0, Domains: 0 -> 1
  ngx_get_full_name:49 -> ngx_cpystrn:51, Weight: 10, Domains: 0 -> 1
  ngx_daemon:40 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_auth_basic_handler:125 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_auth_basic_handler:125 -> ngx_http_auth_basic_set_realm:312, Weight: 0, Domains: 0 -> 1
  ngx_http_auth_basic_handler:171 -> ngx_http_auth_basic_handler:173, Weight: 2, Domains: 0 -> 1
  ngx_hash_add_key:967 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_core_find_config_phase:968 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_close_listening_sockets:1035 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_close_cached_file:1058 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_unlock_mutexes:589 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_log_bytes_sent:880 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_conf_parse:176 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_conf_parse:176 -> ngx_alloc:20, Weight: 2, Domains: 0 -> 1
  ngx_http_request_body_chunked_filter:959 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_srv:2567 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_add_variable:445 -> ngx_pnalloc:139, Weight: 72, Domains: 0 -> 1
  ngx_os_specific_init:43 -> ngx_cpystrn:51, Weight: 1, Domains: 0 -> 1
  ngx_http_variable_connection_requests:2215 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_openat_file_owner:543 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_auth_basic_handler:143 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_epoll_notify:771 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_process_unique_header_line:1639 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_request_id:2157 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_event_init_conf:418 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_chunked_body_filter:154 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_chunked_body_filter:154 -> ngx_palloc:126, Weight: 0, Domains: 0 -> 1
  ngx_reopen_files:1102 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_set_expires:421 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_set_expires:457 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_set_expires:463 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_set_lingering_close:3275 -> ngx_connection_error:1457, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_remote_port:1303 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_set_etag:1593 -> ngx_list_push:33, Weight: 1, Domains: 0 -> 1
  ngx_http_static_handler:102 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_init_cycle:409 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_static_handler:147 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_http_static_handler:147 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_static_handler:196 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_realpath_root:1591 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_subrequest:2231 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_subrequest:2240 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_get_hash_peer:191 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_subrequest:2339 -> ngx_palloc:126, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_content_length:1170 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_content_length:1170 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_test_expect:832 -> ngx_udp_unix_send:16, Weight: 0, Domains: 0 -> 1
  ngx_init_signals:290 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_os_status:111 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_try_files_handler:114 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_try_files_handler:114 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_proxy_protocol_port:1350 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_add:5971 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_addr_variable:5280 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_open_cached_file:453 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_cache_last_modified:5634 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_copy_allow_ranges:5195 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_request_set_size:803 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_copy_header_line:4922 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_copy_multi_header_lines:4954 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_epoll_process_events:826 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_open_cached_file:478 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_event_process_init:723 -> ngx_alloc:20, Weight: 1, Domains: 0 -> 1
  ngx_http_variable_request_time:2137 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_udp_connect:4404 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_request_body:2055 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_udp_connect:4421 -> ngx_nonblocking:29, Weight: 0, Domains: 0 -> 1
  ngx_udp_connect:4421 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_free_round_robin_peer:615 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_lingering_close_handler:3315 -> ngx_udp_unix_send:16, Weight: 0, Domains: 0 -> 1
  ngx_pool_cleanup_add:321 -> ngx_palloc:126, Weight: 1, Domains: 0 -> 1
  ngx_proxy_protocol_read:162 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_status:1788 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_open_file_cache_cleanup:135 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_signal_handler:455 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_epoll_test_rdhup:478 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_hash_create_conf:627 -> ngx_palloc:126, Weight: 2, Domains: 0 -> 1
  ngx_http_upstream_init_chash:314 -> ngx_palloc:126, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_a:2510 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_epoll_init:353 -> ngx_alloc:20, Weight: 1, Domains: 0 -> 1
  ngx_parse_inet6_url:1086 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_init_random_peer:165 -> ngx_palloc:126, Weight: 0, Domains: 0 -> 1
  ngx_pmemalign:263 -> ngx_palloc_small:151, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_init_round_robin:179 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_init_round_robin:191 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_read_channel:153 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_init_round_robin_peer:252 -> ngx_palloc:126, Weight: 0, Domains: 0 -> 1
  ngx_http_variables_init_vars:2625 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_create_listening:35 -> ngx_palloc:126, Weight: 1, Domains: 0 -> 1
  ngx_http_upstream_rewrite_refresh:5097 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_http_create_locations_tree:1081 -> ngx_palloc:126, Weight: 2, Domains: 0 -> 1
  ngx_http_set_keepalive:3077 -> ngx_connection_error:1457, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_response_length_variable:5484 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_a:1918 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_response_time_variable:5407 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_rewrite_location:5052 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_parse_inet6_url:1081 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_rewrite_set_cookie:5142 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_ptr:3293 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_os_status:101 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_body_bytes_sent:1735 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_body_bytes_sent:1740 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_output_chain:90 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_bytes_sent:1707 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_ptr:3214 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_connection:2199 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_set_cpu_affinity:1329 -> ngx_palloc:126, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_connection_requests:2220 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_headers_internal:900 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_msec:2293 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_open_cached_file:380 -> ngx_cpystrn:51, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_proxy_protocol_port:1343 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_single_process_cycle:307 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_remote_port:1310 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_request_id:2180 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_request_length:2108 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_shm_free:34 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_sent_content_length:1832 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_sent_content_length:1832 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_epoll_add_connection:711 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_sent_keep_alive:1951 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_sent_keep_alive:1951 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_server_port:1404 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_server_port:1411 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_free_request:3522 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_status:1770 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_tcpinfo:1153 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_time_local:2333 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_setaffinity:47 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_log_stderr:273 -> ngx_log_errno:290, Weight: 0, Domains: 0 -> 1
  ngx_open_and_stat_file:904 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_keepalive_handler:3179 -> ngx_udp_unix_send:16, Weight: 0, Domains: 0 -> 1
  ngx_init_cycle:824 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_wait_request_handler:388 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_wait_request_handler:406 -> ngx_palloc:126, Weight: 0, Domains: 0 -> 1
  ngx_http_write_filter:71 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_write_filter:120 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_write_filter:196 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_request_time:2126 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_writer:2686 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_inet6_ntop:362 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_inet_resolve_host:1117 -> ngx_alloc:20, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_init_round_robin:42 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_upstream_init_hash_peer:130 -> ngx_palloc:126, Weight: 0, Domains: 0 -> 1
  ngx_inet_resolve_host:1172 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_inet_resolve_host:1205 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_sock_ntop:196 -> ngx_snprintf:137, Weight: 1, Domains: 0 -> 1
  ngx_sock_ntop:196 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_sent_last_modified:1893 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_init_cycle:100 -> ngx_pnalloc:139, Weight: 1, Domains: 0 -> 1
  ngx_init_cycle:196 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_init_cycle:207 -> ngx_pnalloc:139, Weight: 1, Domains: 0 -> 1
  ngx_init_cycle:359 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_log_write:444 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_init_cycle:698 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_init_cycle:735 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_init_cycle:768 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_init_setproctitle:47 -> ngx_alloc:20, Weight: 1, Domains: 0 -> 1
  ngx_resolver_process_srv:2649 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_linux_sendfile:282 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_pool_delete_file:397 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_init_locations:741 -> ngx_palloc:126, Weight: 0, Domains: 0 -> 1
  ngx_epoll_notify_init:415 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_worker_process_init:938 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_pmemalign:258 -> ngx_memalign:54, Weight: 0, Domains: 0 -> 1
  ngx_pool_delete_file:388 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_log_init:345 -> ngx_cpystrn:51, Weight: 1, Domains: 0 -> 1
  ngx_log_redirect_stderr:453 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_master_process_cycle:100 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_master_process_cycle:114 -> ngx_pnalloc:139, Weight: 1, Domains: 0 -> 1
  ngx_master_process_exit:691 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_os_signal_process:636 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_send_header:1744 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_output_chain_get_buf:468 -> ngx_palloc:126, Weight: 0, Domains: 0 -> 1
  ngx_open_and_stat_file:890 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_open_cached_file:211 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_open_cached_file:372 -> ngx_alloc:20, Weight: 0, Domains: 0 -> 1
  ngx_open_file_add_event:975 -> ngx_alloc:20, Weight: 0, Domains: 0 -> 1
  ngx_http_send_error_page:626 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_get_connection:1116 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_os_specific_init:46 -> ngx_cpystrn:51, Weight: 1, Domains: 0 -> 1
  ngx_shmtx_create:33 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_free_request:3484 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_shm_alloc:21 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_parse_inet_url:901 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_parse_inet_url:901 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_parse_unix_domain_url:761 -> ngx_cpystrn:51, Weight: 0, Domains: 0 -> 1
  ngx_reap_children:571 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_pcalloc:302 -> ngx_palloc:126, Weight: 73, Domains: 0 -> 1
  ngx_pool_cleanup_add:316 -> ngx_palloc:126, Weight: 3, Domains: 0 -> 1
  ngx_spawn_process:94 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_proxy_protocol_v2_read:235 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_proxy_protocol_v2_read:243 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_pstrdup:77 -> ngx_pnalloc:139, Weight: 4, Domains: 0 -> 1
  ngx_time_update:160 -> ngx_sprintf:123, Weight: 6, Domains: 0 -> 1
  ngx_send_lowat:928 -> ngx_connection_error:1457, Weight: 0, Domains: 0 -> 1
  ngx_time_update:152 -> ngx_sprintf:123, Weight: 6, Domains: 0 -> 1
  ngx_read_channel:145 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_signal_process:1033 -> ngx_read_file:33, Weight: 0, Domains: 0 -> 1
  ngx_resolve_name:429 -> ngx_sprintf:123, Weight: 0, Domains: 0 -> 1
  ngx_os_specific_init:38 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_set_expires:358 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_http_variable_msec:2286 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_core_find_config_phase:983 -> ngx_pnalloc:139, Weight: 0, Domains: 0 -> 1
  ngx_http_core_find_config_phase:983 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_tcp_connect:4490 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_os_init:77 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_output_chain_to_iovec:121 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_http_header_filter:500 -> ngx_sprintf:123, Weight: 1, Domains: 0 -> 1
  ngx_resolver_log_error:4376 -> ngx_snprintf:137, Weight: 0, Domains: 0 -> 1
  ngx_resolver_log_error:4383 -> ngx_snprintf:137, Weight: 0, Domains: 0 -> 1
  ngx_time_update:178 -> ngx_sprintf:123, Weight: 6, Domains: 0 -> 1
  ngx_resolver_process_a:1925 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_a:2107 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_a:2518 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_ptr:3155 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_ptr:3163 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_ptr:3351 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_response:1735 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_response:1815 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_response:1858 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_response:1864 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_process_response:1872 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_copy:3961 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_event_process_init:743 -> ngx_alloc:20, Weight: 1, Domains: 0 -> 1
  ngx_resolver_send_tcp_query:1401 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_resolver_send_udp_query:1310 -> ngx_udp_unix_send:16, Weight: 0, Domains: 0 -> 1
  ngx_resolver_tcp_read:1649 -> ngx_udp_unix_send:16, Weight: 0, Domains: 0 -> 1
  ngx_save_argv:890 -> ngx_cpystrn:51, Weight: 3, Domains: 0 -> 1
  ngx_save_argv:890 -> ngx_alloc:20, Weight: 3, Domains: 0 -> 1
  ngx_set_environment:567 -> ngx_alloc:20, Weight: 1, Domains: 0 -> 1
  ngx_hash_init:325 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_setaffinity:40 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_setproctitle:92 -> ngx_cpystrn:51, Weight: 2, Domains: 0 -> 1
  ngx_udp_output_chain_to_iovec:129 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_shared_memory_add:1269 -> ngx_list_push:33, Weight: 0, Domains: 0 -> 1
  ngx_resolver_udp_read:1562 -> ngx_udp_unix_send:16, Weight: 0, Domains: 0 -> 1
  ngx_shmtx_lock:76 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_worker_process_init:912 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_shmtx_wakeup:190 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_signal_handler:444 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_slab_error:817 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_epoll_notify_handler:439 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_init_zone_pool:886 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
  ngx_spawn_process:113 -> ngx_nonblocking:29, Weight: 1, Domains: 0 -> 1
